操作日期,操作类型,成交价格,成交数量,成交后持仓,持仓金额,成交后现金,总金额,手续费
2023-05-05,买入,4031.09,21.79010162887595,21.79010162887595,87837.96,4599.22,92127.39,4.39
2023-05-12,卖出,3987.77,-21.79010162887595,0.0,0.00,91488.77,91488.77,4.34
2023-05-23,买入,3968.23,21.896485989226722,21.896485989226722,86890.39,4594.03,90279.10,4.34
2023-05-24,卖出,3903.78,-21.896485989226722,0.0,0.00,90068.86,90068.86,4.27
2023-06-05,买入,3860.56,22.15668051113723,22.15668051113723,85537.10,4527.48,89703.28,4.28
2023-06-26,卖出,3833.44,-22.15668051113723,0.0,0.00,89459.62,89459.62,4.25
2023-07-04,买入,3888.03,21.83129038424641,21.83129038424641,84880.77,4574.60,89695.10,4.24
2023-07-07,卖出,3831.60,-21.83129038424641,0.0,0.00,88219.10,88219.10,4.18
2023-07-12,买入,3864.60,21.658726278261135,21.658726278261135,83702.34,4512.57,87756.52,4.19
2023-07-13,卖出,3855.66,-21.658726278261135,0.0,0.00,88017.12,88017.12,4.18
2023-07-14,买入,3904.60,21.44874138524104,21.44874138524104,83748.83,4264.11,87894.95,4.19
2023-07-19,卖出,3848.48,-21.44874138524104,0.0,0.00,86805.09,86805.09,4.13
2023-07-26,买入,3908.17,21.06319401854942,21.06319401854942,82318.63,4482.34,86776.51,4.12
2023-08-08,卖出,3980.04,-21.06319401854942,0.0,0.00,88310.56,88310.56,4.19
2023-08-29,买入,3743.05,22.356391416698717,22.356391416698717,83681.17,4625.20,89358.31,4.18
2023-09-11,卖出,3740.58,-22.356391416698717,0.0,0.00,88247.00,88247.00,4.18
2023-09-25,买入,3738.06,22.422079773984017,22.422079773984017,83815.13,4427.68,87716.82,4.19
2023-10-11,卖出,3674.75,-22.422079773984017,0.0,0.00,86819.13,86819.13,4.12
2023-10-13,买入,3677.96,22.277053402982013,22.277053402982013,81934.08,4880.95,86490.94,4.10
2023-10-17,卖出,3635.30,-22.277053402982013,0.0,0.00,85860.66,85860.66,4.05
2023-10-27,买入,3501.17,23.211231577432798,23.211231577432798,81266.49,4590.11,87277.45,4.06
2023-11-14,卖出,3581.10,-23.211231577432798,0.0,0.00,87707.77,87707.77,4.16
2023-12-12,买入,3410.00,24.36715445960642,24.36715445960642,83091.94,4611.68,88113.12,4.15
2023-12-15,卖出,3365.94,-24.36715445960642,0.0,0.00,86625.93,86625.93,4.10
2023-12-22,买入,3329.47,24.706649396761687,24.706649396761687,82259.97,4361.85,86813.57,4.11
2024-01-08,卖出,3322.61,-24.706649396761687,0.0,0.00,86448.18,86448.18,4.10
2024-01-17,买入,3291.14,24.879991729200555,24.879991729200555,81883.52,4560.57,84900.10,4.09
2024-01-18,卖出,3214.28,-24.879991729200555,0.0,0.00,84527.94,84527.94,4.00
2024-01-22,买入,3262.47,24.558727457633218,24.558727457633218,80122.07,4401.86,83453.99,4.01
2024-01-23,卖出,3208.43,-24.558727457633218,0.0,0.00,83192.92,83192.92,3.94
2024-01-25,买入,3274.34,24.116767316900134,24.116767316900134,78966.47,4222.50,84842.89,3.95
2024-02-01,卖出,3202.26,-24.116767316900134,0.0,0.00,81446.71,81446.71,3.86
2024-02-07,买入,3314.03,23.363998608981554,23.363998608981554,77429.01,4013.83,82134.40,3.87
2024-02-29,卖出,3437.90,-23.363998608981554,0.0,0.00,84332.87,84332.87,4.02
2024-03-04,买入,3538.37,22.64575087032497,22.64575087032497,80128.95,4199.91,84385.53,4.01
2024-03-07,卖出,3548.10,-22.64575087032497,0.0,0.00,84545.29,84545.29,4.02
2024-04-02,买入,3593.22,22.337575631671676,22.337575631671676,80263.84,4277.44,84261.06,4.01
2024-04-09,卖出,3533.38,-22.337575631671676,0.0,0.00,83200.75,83200.75,3.95
2024-04-18,买入,3550.56,22.168801407584507,22.168801407584507,78711.58,4485.24,83623.46,3.94
2024-04-24,卖出,3514.01,-22.168801407584507,0.0,0.00,82382.75,82382.75,3.90
2024-04-29,买入,3584.54,21.835309049971247,21.835309049971247,78269.60,4109.24,83238.49,3.91
2024-05-15,卖出,3651.05,-21.835309049971247,0.0,0.00,83827.14,83827.14,3.99
2024-05-21,买入,3682.29,21.575885442557833,21.575885442557833,79448.60,4374.57,83691.00,3.97
2024-05-22,卖出,3675.65,-21.575885442557833,0.0,0.00,83675.94,83675.94,3.97
2024-06-19,买入,3543.36,22.420003419813373,22.420003419813373,79442.14,4229.83,83344.39,3.97
2024-06-21,卖出,3496.34,-22.420003419813373,0.0,0.00,82613.93,82613.93,3.92
2024-07-02,买入,3472.45,22.564435764421653,22.564435764421653,78353.94,4256.07,82594.96,3.92
2024-07-08,卖出,3420.80,-22.564435764421653,0.0,0.00,81440.71,81440.71,3.86
2024-07-10,买入,3425.88,22.49212878445559,22.49212878445559,77055.37,4381.48,81506.22,3.85
2024-07-24,卖出,3432.35,-22.49212878445559,0.0,0.00,81578.39,81578.39,3.86
2024-08-02,买入,3393.92,22.665523913786142,22.665523913786142,76924.90,4649.64,81358.66,3.85
2024-08-05,卖出,3362.11,-22.665523913786142,0.0,0.00,80849.85,80849.85,3.81
2024-08-14,买入,3332.79,23.034904500346343,23.034904500346343,76770.42,4075.60,80303.60,3.84
2024-08-29,卖出,3273.54,-23.034904500346343,0.0,0.00,79477.53,79477.53,3.77
2024-09-02,买入,3307.54,22.732257062793057,22.732257062793057,75187.92,4285.85,78506.92,3.76
2024-09-03,卖出,3261.74,-22.732257062793057,0.0,0.00,78428.88,78428.88,3.71
2024-09-20,买入,3192.43,23.31245281422539,23.31245281422539,74423.43,4001.73,78626.05,3.72
2024-10-15,卖出,3942.53,-23.31245281422539,0.0,0.00,95907.28,95907.28,4.60
2024-11-06,买入,4051.29,22.52695735116267,22.52695735116267,91263.22,4639.50,95294.35,4.56
2024-11-14,卖出,4101.22,-22.52695735116267,0.0,0.00,97022.95,97022.95,4.62
2024-12-02,买入,3909.70,23.533727149925664,23.533727149925664,92009.88,5008.47,97910.96,4.60
2024-12-16,卖出,3930.78,-23.533727149925664,0.0,0.00,97509.76,97509.76,4.63
2024-12-25,买入,3987.96,23.25339446059396,23.25339446059396,92733.51,4771.62,97451.02,4.64
2025-01-02,卖出,3931.82,-23.25339446059396,0.0,0.00,96195.10,96195.10,4.57
2025-01-15,买入,3810.04,23.919487743399465,23.919487743399465,91134.09,5056.45,95855.45,4.56
2025-02-21,卖出,3938.05,-23.919487743399465,0.0,0.00,99247.93,99247.93,4.71
2025-02-24,买入,3972.48,23.69909673303336,23.69909673303336,94144.26,5098.96,99177.66,4.71
2025-02-26,卖出,3931.84,-23.69909673303336,0.0,0.00,98275.40,98275.40,4.66
2025-03-10,买入,3945.58,23.67172749751093,23.67172749751093,93398.68,4872.05,97873.57,4.67
2025-03-13,卖出,3925.74,-23.67172749751093,0.0,0.00,97796.54,97796.54,4.65
2025-03-17,买入,4020.64,23.188668567266777,23.188668567266777,93233.29,4558.59,97238.77,4.66
2025-03-24,卖出,3916.11,-23.188668567266777,0.0,0.00,95363.51,95363.51,4.54
2025-04-14,买入,3772.04,24.155426992714634,24.155426992714634,91115.25,4243.70,95047.38,4.56
2025-05-20,卖出,3883.10,-24.155426992714634,0.0,0.00,98037.00,98037.00,4.69
2025-06-06,买入,3878.10,24.01903719891222,24.01903719891222,93148.29,4884.05,97933.42,4.66
2025-06-16,卖出,3853.62,-24.01903719891222,0.0,0.00,97439.65,97439.65,4.63
2025-06-25,买入,3907.07,23.710773111041235,23.710773111041235,92639.61,4795.41,98691.64,4.63
2025-07-16,卖出,4019.39,-23.710773111041235,0.0,0.00,100093.55,100093.55,4.77
2025-07-21,买入,4069.77,23.42928037308968,23.42928037308968,95351.75,4737.04,100459.87,4.77
2025-07-31,卖出,4141.56,-23.42928037308968,0.0,0.00,101765.98,101765.98,4.85
2025-08-13,买入,4150.50,23.330540939800077,23.330540939800077,96833.50,4927.64,102369.46,4.84
2025-09-03,卖出,4501.34,-23.330540939800077,0.0,0.00,109941.06,109941.06,5.25
2025-09-15,买入,4534.89,23.096872119048317,23.096872119048317,104741.70,5194.13,109893.54,5.24
2025-09-17,卖出,4517.29,-23.096872119048317,0.0,0.00,109524.08,109524.08,5.22
2025-09-18,买入,4546.03,22.862524434531355,22.862524434531355,103933.77,5585.12,108423.24,5.20
2025-09-19,卖出,4499.09,-22.862524434531355,0.0,0.00,108440.54,108440.54,5.14
2025-09-26,买入,4576.91,22.427080735805728,22.427080735805728,102646.82,5788.59,107832.90,5.13
2025-09-29,卖出,4555.03,-22.427080735805728,0.0,0.00,107939.60,107939.60,5.11
2025-09-30,买入,4629.90,22.195118112372647,22.195118112372647,102761.15,5173.31,108174.05,5.14
2025-10-14,卖出,4634.05,-22.195118112372647,0.0,0.00,108021.55,108021.55,5.14
2025-10-24,买入,4622.79,22.2780707710304,22.2780707710304,102986.78,5029.62,108860.66,5.15
