日期,操作类型,成交价格,操作数量,操作金额,操作后持仓,操作后市值,相对上次涨跌幅,手续费
2023-09-07,网格买入,3758.47,0.53,1991.99,14.659999999999997,55099.24,-2.35%,0.10
2023-09-15,网格买入,3708.78,0.54,2002.74,15.199999999999996,56373.40,-1.32%,0.10
2023-10-10,网格买入,3657.13,0.55,2011.42,15.749999999999996,57599.73,-1.39%,0.10
2023-10-12,网格卖出,3702.38,-0.54,-1999.29,15.209999999999997,56313.24,1.24%,0.10
2023-10-13,网格买入,3663.41,0.55,2014.88,15.759999999999998,57735.35,-1.05%,0.10
2023-10-16,网格买入,3626.60,0.55,1994.63,16.31,59149.80,-1.00%,0.10
2023-10-19,网格买入,3533.54,0.57,2014.12,16.88,59646.23,-2.57%,0.10
2023-10-23,网格买入,3474.24,0.58,2015.06,17.459999999999997,60660.30,-1.68%,0.10
2023-10-26,网格卖出,3514.14,-0.57,-2003.06,16.889999999999997,59353.91,1.15%,0.10
2023-10-27,网格卖出,3562.39,-0.56,-1994.94,16.33,58173.75,1.37%,0.10
2023-11-06,网格卖出,3632.61,-0.55,-1997.93,15.779999999999998,57322.56,1.97%,0.10
2023-11-10,网格买入,3586.49,0.56,2008.43,16.339999999999996,58603.24,-1.27%,0.10
2023-11-22,网格买入,3544.42,0.56,1984.87,16.899999999999995,59900.63,-1.17%,0.10
2023-11-29,网格买入,3488.31,0.57,1988.34,17.469999999999995,60940.73,-1.58%,0.10
2023-12-05,网格买入,3394.26,0.59,2002.61,18.059999999999995,61300.28,-2.70%,0.10
2023-12-14,网格买入,3351.96,0.6,2011.18,18.659999999999997,62547.65,-1.25%,0.10
2023-12-20,网格买入,3297.50,0.61,2011.48,19.269999999999996,63542.87,-1.62%,0.10
2023-12-21,网格卖出,3330.87,-0.6,-1998.52,18.669999999999995,62187.34,1.01%,0.10
2023-12-28,网格卖出,3414.54,-0.59,-2014.58,18.079999999999995,61734.89,2.51%,0.10
2024-01-03,网格买入,3378.30,0.59,1993.20,18.669999999999995,63072.81,-1.06%,0.10
2024-01-05,网格买入,3329.11,0.6,1997.47,19.269999999999996,64151.98,-1.46%,0.10
2024-01-08,网格买入,3286.06,0.61,2004.49,19.879999999999995,65326.80,-1.29%,0.10
2024-01-17,网格买入,3229.08,0.62,2002.03,20.499999999999996,66196.18,-1.73%,0.10
2024-01-18,网格卖出,3274.73,-0.61,-1997.58,19.889999999999997,65134.35,1.41%,0.10
2024-01-22,网格买入,3218.90,0.62,1995.72,20.509999999999998,66019.67,-1.70%,0.10
2024-01-24,网格卖出,3277.11,-0.61,-1999.04,19.9,65214.47,1.81%,0.10
2024-01-25,网格卖出,3342.92,-0.6,-2005.75,19.299999999999997,64518.33,2.01%,0.10
2024-01-29,网格买入,3303.96,0.61,2015.42,19.909999999999997,65781.85,-1.17%,0.10
2024-01-30,网格买入,3245.04,0.62,2011.92,20.529999999999998,66620.64,-1.78%,0.10
