日期,操作类型,成交价格,数量,金额,当前估值,估值分位点,目标仓位,手续费
2020-04-28,卖出,26.09,-22,608.46,9.20,39.47%,0.70,0.03
2020-04-29,卖出,26.33,-684,18917.48,9.51,40.26%,0.50,0.90
2020-04-30,卖出,27.30,-27,746.74,9.27,53.85%,0.50,0.04
2020-05-06,卖出,26.82,-2,55.31,9.15,40.51%,0.50,0.00
2020-05-07,买入,26.87,681,18298.13,9.11,38.75%,0.70,0.91
2020-05-08,买入,27.00,4,108.01,9.24,37.04%,0.70,0.01
2020-05-11,卖出,27.16,-678,18596.09,9.24,41.46%,0.50,0.92
2020-05-13,买入,26.71,680,18165.64,9.13,38.10%,0.70,0.91
2020-05-14,买入,26.71,4,106.83,8.97,37.65%,0.70,0.01
2020-05-15,买入,26.55,13,345.16,8.95,33.72%,0.70,0.02
2020-05-18,买入,26.11,1,26.11,8.93,33.33%,0.70,0.00
2020-05-19,买入,26.71,1,26.71,9.06,31.82%,0.70,0.00
2020-05-20,卖出,26.61,-8,217.73,9.17,35.96%,0.70,0.01
2020-05-21,卖出,27.11,-682,18561.58,9.18,43.33%,0.50,0.92
2020-05-25,买入,26.34,712,18755.09,8.75,28.26%,0.70,0.94
2020-05-29,卖出,26.29,-16,431.30,8.94,37.50%,0.70,0.02
2020-06-01,买入,26.52,8,212.16,9.20,35.05%,0.70,0.01
2020-06-02,卖出,26.83,-696,18760.47,9.26,48.98%,0.50,0.93
2020-06-03,卖出,27.53,-8,215.64,9.31,51.52%,0.50,0.01
2020-06-04,卖出,27.57,-4,107.82,9.29,56.00%,0.50,0.01
2020-06-05,买入,27.41,1,27.41,9.31,55.45%,0.50,0.00
2020-06-08,卖出,27.61,-1,26.95,9.43,56.86%,0.50,0.00
2020-06-09,卖出,27.65,-1011,27251.48,9.39,61.17%,0.20,1.40
2020-06-10,买入,27.68,1004,27787.84,9.34,57.69%,0.50,1.39
2020-06-11,买入,27.34,3,82.03,9.11,56.19%,0.50,0.00
2020-06-12,买入,26.40,699,18450.65,9.12,38.68%,0.70,0.92
2020-06-15,买入,26.43,6,158.61,8.87,39.25%,0.70,0.01
2020-06-16,买入,26.40,20,528.07,9.02,23.15%,0.70,0.03
2020-06-17,卖出,26.40,-11,297.98,9.04,34.86%,0.70,0.01
2020-06-18,卖出,26.31,-1,27.09,8.96,35.45%,0.70,0.00
2020-06-19,买入,26.25,5,131.24,8.95,33.33%,0.70,0.01
2020-06-22,买入,26.14,1,26.14,8.85,33.04%,0.70,0.00
2020-06-23,买入,25.86,7,181.02,8.81,20.35%,0.70,0.01
2020-06-29,卖出,26.54,-7,189.58,8.89,35.65%,0.70,0.01
2020-06-30,买入,26.29,5,131.44,8.91,29.31%,0.70,0.01
2020-07-01,卖出,26.24,-1,27.08,9.19,29.91%,0.70,0.00
2020-07-02,卖出,26.91,-701,18984.11,9.33,50.00%,0.50,0.94
2020-07-03,卖出,27.49,-1023,27704.34,9.71,60.50%,0.20,1.41
2020-07-06,卖出,28.87,-673,18225.83,10.68,83.33%,0.00,0.97
2020-07-15,买入,29.62,638,18895.01,9.48,73.23%,0.20,0.94
2020-07-16,买入,28.86,7,202.04,9.41,64.84%,0.20,0.01
2020-07-17,买入,28.72,4,114.88,9.54,60.47%,0.20,0.01
2020-07-20,卖出,28.90,-6,177.61,9.85,68.46%,0.20,0.01
2020-07-21,卖出,29.84,-643,19034.32,9.74,83.21%,0.00,0.96
2020-07-22,买入,29.45,633,18640.50,9.63,79.55%,0.20,0.93
2020-07-23,买入,28.97,6,173.80,9.41,72.18%,0.20,0.01
2020-07-24,买入,28.42,989,28110.39,9.14,58.21%,0.50,1.41
2020-07-27,买入,27.97,25,699.37,9.05,41.48%,0.50,0.03
2020-07-28,买入,27.75,673,18676.08,9.14,35.29%,0.70,0.93
2020-07-29,卖出,27.62,-672,19154.64,9.27,40.88%,0.50,0.93
2020-07-30,卖出,28.06,-13,370.55,9.13,49.28%,0.50,0.02
2020-07-31,买入,27.70,11,304.73,9.20,40.29%,0.50,0.02
2020-08-03,卖出,28.18,-4,113.99,9.25,46.43%,0.50,0.01
2020-08-04,卖出,28.13,-5,142.49,9.69,48.94%,0.50,0.01
2020-08-05,卖出,29.14,-1001,28527.09,9.59,77.46%,0.20,1.46
2020-08-06,买入,29.17,3,87.50,9.78,69.93%,0.20,0.00
2020-08-07,卖出,29.53,-645,18383.60,9.68,81.94%,0.00,0.95
2020-08-10,买入,29.38,642,18864.41,9.78,75.17%,0.20,0.94
2020-08-11,卖出,29.74,-642,18864.41,9.92,81.51%,0.00,0.95
2020-08-27,买入,29.81,633,18868.57,9.75,77.85%,0.20,0.94
2020-08-28,买入,29.50,4,118.02,10.16,74.21%,0.20,0.01
2020-08-31,卖出,30.82,-637,18986.58,10.33,86.25%,0.00,0.98
2020-09-25,买入,29.70,640,19010.61,10.19,78.77%,0.20,0.95
2020-09-28,卖出,29.78,-1,29.70,10.21,79.44%,0.20,0.00
2020-09-29,卖出,29.90,-639,18980.91,9.95,80.66%,0.00,0.96
2020-09-30,买入,29.06,654,19007.57,9.86,73.08%,0.20,0.95
2020-10-09,买入,29.14,5,145.72,9.91,69.95%,0.20,0.01
2020-10-12,卖出,29.14,-2,58.13,10.29,71.20%,0.20,0.00
2020-10-13,卖出,30.01,-657,19095.16,10.35,84.32%,0.00,0.99
2021-04-27,买入,41.59,459,19091.52,12.93,79.87%,0.20,0.95
2021-04-29,买入,41.63,2,83.27,13.23,78.75%,0.20,0.00
2021-04-30,卖出,42.27,-461,19174.78,13.09,83.80%,0.00,0.97
2021-06-22,买入,43.12,446,19232.84,13.77,79.10%,0.20,0.96
2021-06-23,卖出,44.34,-446,19232.84,13.61,89.58%,0.00,0.99
2021-06-30,买入,43.15,448,19333.43,13.46,78.61%,0.20,0.97
2021-07-01,卖出,43.40,-448,19333.43,13.91,82.55%,0.00,0.97
2021-07-05,买入,42.39,455,19285.79,13.15,73.00%,0.20,0.96
2021-07-06,买入,42.43,1,42.43,13.30,72.80%,0.20,0.00
2021-07-07,卖出,42.67,-3,127.16,13.27,76.44%,0.20,0.01
2021-07-09,买入,40.31,22,886.88,12.39,65.67%,0.20,0.04
2021-07-12,买入,40.51,3,121.54,12.52,65.22%,0.20,0.01
2021-07-13,卖出,40.64,-3,126.84,12.41,65.85%,0.20,0.01
2021-07-14,卖出,40.89,-6,253.68,12.16,65.14%,0.20,0.01
2021-07-15,买入,40.23,7,281.61,12.68,63.34%,0.20,0.01
2021-07-16,卖出,41.67,-15,633.74,12.66,67.47%,0.20,0.03
2021-07-20,买入,41.42,1,41.42,12.39,66.84%,0.20,0.00
2021-07-21,买入,41.07,7,287.47,12.34,64.53%,0.20,0.01
2021-07-22,买入,40.80,1,40.80,12.48,64.10%,0.20,0.00
2021-07-23,卖出,41.32,-3,126.68,12.43,65.25%,0.20,0.01
2021-07-26,买入,40.74,1,40.74,11.84,65.08%,0.20,0.00
2021-07-27,买入,39.12,748,29262.64,11.46,57.78%,0.50,1.46
2021-07-28,买入,38.02,20,760.42,11.79,53.16%,0.50,0.04
2021-07-29,卖出,39.57,-16,644.45,11.91,57.48%,0.50,0.03
2021-07-30,卖出,39.20,-6,241.67,11.55,58.12%,0.50,0.01
2021-08-02,买入,38.42,18,691.62,11.85,53.26%,0.50,0.03
2021-08-03,卖出,39.08,-14,563.51,11.82,58.07%,0.50,0.03
2021-08-05,买入,38.32,8,306.60,11.61,54.40%,0.50,0.02
2021-08-06,买入,38.15,3,114.46,11.82,53.23%,0.50,0.01
2021-08-09,卖出,39.06,-10,402.33,12.18,57.73%,0.50,0.02
2021-08-10,卖出,40.30,-738,29692.15,12.47,63.24%,0.20,1.49
2021-08-11,卖出,41.22,-9,362.10,12.64,66.15%,0.20,0.02
2021-08-12,卖出,41.63,-5,201.17,12.58,68.54%,0.20,0.01
2021-08-16,卖出,42.04,-2,80.47,11.80,69.21%,0.20,0.00
2021-08-17,买入,41.76,701,29277.15,11.51,56.60%,0.50,1.46
2021-08-18,买入,41.04,15,615.64,12.33,51.39%,0.50,0.03
2021-08-19,卖出,43.35,-724,29794.50,11.97,63.89%,0.20,1.57
2021-08-20,买入,42.48,710,30160.17,11.84,58.69%,0.50,1.51
2021-08-23,买入,42.27,5,211.33,12.04,57.29%,0.50,0.01
2021-08-24,卖出,42.71,-9,377.65,12.11,59.40%,0.50,0.02
2021-08-25,卖出,43.17,-699,29330.71,11.93,61.25%,0.20,1.51
2021-08-26,买入,42.64,711,30313.56,11.51,58.10%,0.50,1.52
2021-08-27,买入,40.80,18,734.48,11.68,50.50%,0.50,0.04
2021-08-30,卖出,41.34,-8,338.76,11.24,53.10%,0.50,0.02
2021-08-31,买入,39.78,22,875.12,11.36,49.01%,0.50,0.04
2021-09-01,卖出,40.13,-5,211.49,11.78,49.88%,0.50,0.01
2021-09-02,卖出,41.62,-22,930.57,11.97,55.67%,0.50,0.05
2021-09-03,卖出,42.45,-9,380.69,12.06,59.21%,0.50,0.02
2021-09-06,卖出,42.29,-704,29778.13,11.88,60.54%,0.20,1.49
2021-09-07,买入,42.11,710,29897.85,12.25,57.70%,0.50,1.49
2021-09-08,卖出,43.28,-713,30077.60,12.16,64.15%,0.20,1.54
2021-09-09,买入,42.77,2,85.55,12.09,63.50%,0.20,0.00
2021-09-10,买入,42.69,2,85.39,12.56,60.92%,0.20,0.00
2021-09-13,卖出,44.06,-13,548.46,12.51,68.77%,0.20,0.03
2021-09-15,买入,42.69,13,555.00,11.93,60.48%,0.20,0.03
2021-09-16,买入,42.06,715,30073.18,11.76,57.45%,0.50,1.50
2021-09-17,买入,41.69,10,416.91,11.89,53.48%,0.50,0.02
2021-09-22,卖出,39.97,-6,252.68,11.46,56.94%,0.50,0.01
2021-09-23,买入,40.64,21,853.44,11.33,48.69%,0.50,0.04
2021-09-24,买入,39.78,7,278.45,11.31,48.10%,0.50,0.01
2021-09-27,买入,39.65,1,39.65,11.39,47.98%,0.50,0.00
2021-09-28,卖出,40.31,-3,126.22,11.70,48.58%,0.50,0.01
2021-09-29,卖出,41.01,-16,673.16,11.96,52.48%,0.50,0.03
2021-09-30,卖出,42.20,-13,546.94,11.70,58.73%,0.50,0.03
2021-10-08,买入,41.07,12,492.80,11.82,52.71%,0.50,0.02
2021-10-11,卖出,42.23,-5,210.31,12.30,55.87%,0.50,0.01
2021-10-12,卖出,43.27,-724,30453.13,12.32,65.57%,0.20,1.57
2021-10-13,卖出,43.47,-1,42.06,12.30,65.65%,0.20,0.00
2021-10-15,买入,43.06,4,172.25,12.37,63.26%,0.20,0.01
2021-10-18,卖出,43.77,-5,210.35,12.03,66.82%,0.20,0.01
2021-10-19,买入,42.90,720,30886.43,12.27,59.26%,0.50,1.54
2021-10-20,卖出,43.69,-716,30482.49,12.16,64.67%,0.20,1.56
2021-10-21,买入,43.39,4,173.56,12.47,63.59%,0.20,0.01
2021-10-22,卖出,44.41,-9,383.22,12.60,68.51%,0.20,0.02
2021-10-25,卖出,44.20,-4,170.32,12.04,70.87%,0.20,0.01
2021-10-26,买入,44.82,684,30656.19,12.20,59.04%,0.50,1.53
2021-10-27,卖出,45.32,-689,30260.04,12.02,63.93%,0.20,1.56
2021-10-28,买入,44.58,694,30939.14,11.96,58.31%,0.50,1.55
2021-10-29,买入,44.52,5,222.58,11.90,57.05%,0.50,0.01
2021-11-01,买入,44.33,2,88.67,11.94,55.78%,0.50,0.00
2021-11-03,买入,42.98,19,816.62,11.40,47.63%,0.50,0.04
2021-11-04,买入,42.69,7,298.85,11.41,46.40%,0.50,0.01
2021-11-08,买入,42.13,1,42.13,11.31,45.96%,0.50,0.00
2021-11-09,买入,42.20,3,126.60,11.26,45.19%,0.50,0.01
2021-11-10,买入,41.92,3,125.76,11.17,44.42%,0.50,0.01
2021-11-11,买入,41.50,5,207.51,11.65,43.88%,0.50,0.01
2021-11-12,卖出,43.37,-24,1062.33,11.56,50.00%,0.50,0.05
2021-11-15,买入,43.34,4,173.36,11.67,48.78%,0.50,0.01
2021-11-16,卖出,43.43,-5,221.30,11.58,50.66%,0.50,0.01
2021-11-17,买入,42.87,4,171.49,11.43,49.01%,0.50,0.01
2021-11-18,买入,42.53,7,297.70,11.34,46.70%,0.50,0.01
2021-11-19,买入,42.27,5,211.33,11.54,45.49%,0.50,0.01
2021-11-22,卖出,42.77,-9,398.14,11.40,48.46%,0.50,0.02
2021-11-23,买入,42.49,6,254.92,11.41,46.17%,0.50,0.01
2021-11-26,买入,42.04,3,126.11,11.05,45.22%,0.50,0.01
2021-11-29,买入,40.87,16,653.92,10.99,42.30%,0.50,0.03
2021-11-30,买入,40.62,3,121.87,10.91,41.34%,0.50,0.01
2021-12-01,买入,40.62,4,162.49,11.02,40.39%,0.50,0.01
2021-12-02,卖出,41.06,-5,220.79,11.22,42.46%,0.50,0.01
2021-12-03,卖出,41.93,-10,441.58,11.30,43.66%,0.50,0.02
2021-12-06,卖出,42.27,-5,220.79,11.43,44.85%,0.50,0.01
2021-12-07,卖出,42.93,-6,264.95,11.43,47.75%,0.50,0.01
2021-12-09,卖出,42.90,-3,132.47,11.72,48.83%,0.50,0.01
2021-12-10,卖出,43.43,-12,529.89,11.80,53.83%,0.50,0.03
2021-12-13,卖出,43.97,-4,176.63,11.56,56.05%,0.50,0.01
2021-12-14,买入,42.96,11,472.51,11.28,50.21%,0.50,0.02
2021-12-15,买入,41.87,15,628.07,11.25,43.76%,0.50,0.03
2021-12-16,买入,41.80,2,83.60,11.29,43.25%,0.50,0.00
2021-12-17,卖出,41.95,-2,88.23,11.20,44.21%,0.50,0.00
2021-12-20,买入,41.63,4,166.50,11.18,42.65%,0.50,0.01
2021-12-21,买入,41.58,1,41.58,11.17,42.56%,0.50,0.00
2021-12-22,买入,41.57,1,41.57,11.03,42.05%,0.50,0.00
2021-12-23,买入,41.14,7,287.99,11.08,41.34%,0.50,0.01
2021-12-24,卖出,41.23,-1,44.08,11.00,41.67%,0.50,0.00
2021-12-27,买入,40.94,3,122.83,10.88,40.54%,0.50,0.01
2021-12-28,买入,40.50,491,19885.73,10.95,37.97%,0.70,0.99
2021-12-29,卖出,40.78,-2,86.08,10.50,39.54%,0.70,0.00
2021-12-30,买入,39.32,21,825.68,10.70,34.92%,0.70,0.04
2021-12-31,卖出,39.85,-9,386.95,10.74,36.70%,0.70,0.02
2022-01-04,卖出,39.99,-2,85.99,10.66,37.24%,0.70,0.00
2022-01-05,买入,39.81,3,119.43,10.82,35.93%,0.70,0.01
2022-01-06,卖出,40.08,-7,300.92,10.62,37.50%,0.70,0.01
2022-01-07,买入,39.52,9,355.71,10.82,35.58%,0.70,0.02
2022-01-10,卖出,40.62,-8,343.77,10.86,37.55%,0.70,0.02
2022-01-11,卖出,40.63,-2,85.94,10.99,38.70%,0.70,0.00
2022-01-12,卖出,40.94,-490,21055.71,10.97,41.67%,0.50,1.00
2022-01-14,买入,40.62,491,19942.17,10.59,38.87%,0.70,1.00
2022-01-17,买入,39.71,13,516.26,10.22,35.15%,0.70,0.03
2022-01-18,卖出,39.94,-5,211.35,10.31,30.24%,0.70,0.01
2022-01-19,卖出,40.62,-4,169.08,10.45,32.19%,0.70,0.01
2022-01-20,卖出,40.95,-7,295.89,10.80,34.34%,0.70,0.01
2022-01-21,卖出,42.19,-17,718.60,10.90,37.68%,0.70,0.04
2022-01-24,卖出,42.65,-4,169.08,10.90,39.80%,0.70,0.01
2022-01-25,卖出,42.32,-479,20247.60,10.70,40.12%,0.50,1.01
2022-01-26,买入,42.08,491,20659.72,10.73,37.05%,0.70,1.03
2022-01-27,卖出,41.79,-2,84.43,10.68,37.38%,0.70,0.00
2022-01-28,买入,41.91,1,41.91,10.35,35.91%,0.70,0.00
2022-02-07,买入,41.30,16,660.75,10.80,32.48%,0.70,0.03
2022-02-08,卖出,42.32,-20,844.11,10.87,37.94%,0.70,0.04
2022-02-09,卖出,42.61,-4,168.82,10.86,39.64%,0.70,0.01
2022-02-14,卖出,43.51,-486,20511.81,10.77,45.29%,0.50,1.06
2022-02-15,买入,41.83,502,20998.92,10.56,37.57%,0.70,1.05
2022-02-16,买入,41.51,12,498.12,10.74,34.18%,0.70,0.02
2022-02-17,卖出,42.09,-8,336.72,10.82,37.43%,0.70,0.02
2022-02-18,卖出,42.08,-4,168.36,10.95,38.72%,0.70,0.01
2022-02-21,卖出,42.55,-488,20540.01,10.89,42.72%,0.50,1.04
2022-02-22,买入,41.94,2,83.87,10.77,40.70%,0.50,0.00
2022-02-23,买入,42.25,492,20786.62,10.69,37.72%,0.70,1.04
2022-02-24,买入,41.50,2,83.00,10.52,36.10%,0.70,0.00
2022-02-25,买入,41.08,8,328.67,10.48,33.53%,0.70,0.02
2022-02-28,买入,40.71,3,122.14,10.47,33.27%,0.70,0.01
2022-03-02,卖出,40.89,-4,168.51,10.40,34.29%,0.70,0.01
2022-03-03,买入,40.71,7,284.94,10.46,32.31%,0.70,0.01
2022-03-04,卖出,40.43,-2,84.24,10.24,33.21%,0.70,0.00
2022-03-07,买入,39.42,10,394.17,9.83,28.95%,0.70,0.02
2022-03-08,买入,38.23,22,840.98,9.56,23.38%,0.70,0.04
2022-03-11,买入,36.53,783,28606.90,9.35,15.88%,1.00,1.43
2022-03-14,买入,35.71,3,107.14,8.86,15.47%,1.00,0.01
2022-03-15,买入,34.16,1,34.16,8.30,4.71%,1.00,0.00
2022-03-21,卖出,37.68,-759,30617.87,9.42,23.18%,0.70,1.43
2022-03-23,买入,37.51,3,112.54,9.62,20.11%,0.70,0.01
2022-03-24,卖出,37.44,-2,80.67,9.63,21.38%,0.70,0.00
2022-03-28,买入,36.81,769,28310.07,9.47,18.70%,1.00,1.42
2022-03-29,买入,37.07,6,222.41,9.47,18.48%,1.00,0.01
2022-03-31,卖出,37.76,-764,29998.85,9.84,24.49%,0.70,1.44
2022-04-01,卖出,38.17,-9,353.39,9.91,26.29%,0.70,0.02
2022-04-06,卖出,38.09,-4,157.06,9.97,27.34%,0.70,0.01
2022-04-07,卖出,38.87,-3,117.80,9.85,28.57%,0.70,0.01
2022-04-08,买入,38.34,5,191.71,9.92,26.69%,0.70,0.01
2022-04-11,卖出,38.35,-3,117.79,9.65,28.28%,0.70,0.01
2022-04-12,买入,37.93,14,531.03,9.61,22.22%,0.70,0.03
2022-04-13,买入,37.52,2,75.04,9.62,21.09%,0.70,0.00
2022-04-18,卖出,37.73,-12,471.01,9.13,26.94%,0.70,0.02
2022-04-19,买入,34.48,821,28310.10,8.85,10.47%,1.00,1.42
2022-04-20,买入,34.32,27,926.59,8.64,4.50%,1.00,0.05
2024-04-26,卖出,31.10,-786,29638.44,5.93,20.21%,0.70,1.22
2024-04-29,卖出,31.10,-2,75.42,6.00,20.57%,0.70,0.00
2024-04-30,卖出,31.10,-6,226.25,5.93,21.51%,0.70,0.01
2024-05-06,买入,31.73,8,253.87,6.03,20.63%,0.70,0.01
2024-05-07,卖出,31.53,-8,301.46,6.03,22.14%,0.70,0.01
2024-05-09,买入,31.28,4,125.13,6.02,21.43%,0.70,0.01
2024-05-10,卖出,31.50,-3,113.00,6.16,22.07%,0.70,0.00
2024-05-13,卖出,32.04,-12,452.02,6.21,25.00%,0.70,0.02
2024-05-14,卖出,32.45,-5,188.34,6.11,26.02%,0.70,0.01
2024-05-15,买入,31.94,8,255.53,6.06,24.19%,0.70,0.01
2024-05-16,买入,31.72,4,126.86,6.27,23.13%,0.70,0.01
2024-05-17,卖出,32.82,-17,639.71,6.37,28.03%,0.70,0.03
2024-05-20,卖出,33.32,-9,338.67,6.29,29.52%,0.70,0.01
2024-05-21,买入,32.87,6,197.24,6.27,28.73%,0.70,0.01
2024-05-22,买入,32.75,2,65.49,6.24,27.95%,0.70,0.00
2024-05-23,买入,32.46,3,97.37,6.14,26.89%,0.70,0.00
2024-05-24,买入,31.91,9,287.23,6.01,24.79%,0.70,0.01
2024-05-27,买入,31.51,12,378.09,6.08,21.56%,0.70,0.02
2024-05-28,卖出,31.73,-5,187.66,6.02,23.33%,0.70,0.01
2024-05-29,买入,31.42,3,94.25,5.98,21.90%,0.70,0.00
2024-05-30,买入,31.15,5,155.73,5.94,21.13%,0.70,0.01
2024-05-31,买入,31.22,3,93.65,5.93,20.45%,0.70,0.00
2024-06-03,买入,30.94,1,30.94,5.91,20.15%,0.70,0.00
2024-06-04,买入,30.87,792,24452.77,5.97,19.38%,1.00,1.22
2024-06-05,卖出,31.35,-789,28009.00,5.88,21.33%,0.70,1.24
2024-06-12,买入,30.15,820,24724.18,5.72,16.50%,1.00,1.24
2024-06-20,卖出,30.88,-798,27013.89,5.88,20.02%,0.70,1.23
2024-06-21,买入,30.63,801,24535.11,5.83,19.91%,1.00,1.23
2024-06-24,买入,30.55,3,91.65,5.89,18.13%,1.00,0.00
2024-06-25,卖出,30.80,-799,26272.03,5.93,20.06%,0.70,1.23
2024-06-26,卖出,30.90,-4,131.52,5.89,21.24%,0.70,0.01
2024-06-27,买入,30.70,3,92.11,5.92,20.02%,0.70,0.00
2024-06-28,卖出,30.92,-2,65.76,5.91,21.20%,0.70,0.00
2024-07-02,卖出,31.08,-2,65.76,6.07,21.99%,0.70,0.00
2024-07-03,卖出,31.65,-11,361.65,5.96,24.82%,0.70,0.02
2024-07-04,买入,31.23,9,281.05,6.00,22.41%,0.70,0.01
2024-07-05,卖出,31.38,-4,131.48,5.86,23.21%,0.70,0.01
2024-07-08,买入,30.60,815,24941.84,5.88,19.16%,1.00,1.25
2024-07-09,买入,30.73,1,30.73,5.96,19.51%,1.00,0.00
2024-07-10,卖出,31.16,-801,25774.71,6.00,22.60%,0.70,1.25
2024-07-11,卖出,31.71,-4,128.71,5.69,23.22%,0.70,0.01
2024-07-15,买入,32.59,770,25094.60,5.84,19.80%,1.00,1.25
2024-07-18,卖出,32.66,-791,25548.07,5.90,20.38%,0.70,1.29
2024-07-22,卖出,32.75,-3,96.90,5.77,21.71%,0.70,0.00
2024-07-23,买入,31.96,811,25917.74,5.77,16.24%,1.00,1.30
2024-08-27,卖出,32.37,-796,25626.75,5.83,20.14%,0.70,1.29
2024-08-29,买入,32.20,798,25693.52,5.69,19.49%,1.00,1.28
2024-08-30,买入,31.44,2,62.88,5.57,15.40%,1.00,0.00
2024-09-26,卖出,32.74,-797,25659.21,6.13,24.24%,0.70,1.30
2024-09-27,卖出,34.61,-19,611.70,6.17,30.40%,0.70,0.03
2024-09-30,卖出,34.84,-4,128.78,6.51,31.24%,0.70,0.01
2024-10-08,卖出,39.65,-29,933.65,6.93,36.26%,0.70,0.06
2024-10-09,卖出,38.05,-539,17352.97,6.41,41.70%,0.50,1.03
2024-10-10,买入,35.85,576,20649.27,6.71,35.59%,0.70,1.03
2024-10-11,卖出,37.12,-27,900.01,6.66,38.16%,0.70,0.05
2024-10-14,买入,37.39,3,112.18,6.81,37.69%,0.70,0.01
2024-10-15,卖出,37.55,-12,400.09,6.67,40.00%,0.70,0.02
2024-10-16,买入,36.57,11,402.25,6.84,37.72%,0.70,0.02
2024-10-17,卖出,37.89,-530,17680.81,6.67,40.45%,0.50,1.00
2024-10-18,买入,36.91,540,19933.24,6.76,37.65%,0.70,1.00
2024-10-21,卖出,37.53,-7,240.85,6.73,39.09%,0.70,0.01
2024-10-22,买入,37.23,2,74.46,6.79,38.53%,0.70,0.00
2024-10-23,卖出,37.44,-4,137.64,6.87,39.36%,0.70,0.01
2024-10-24,卖出,37.91,-525,18065.22,6.81,41.14%,0.50,1.00
2024-10-25,买入,37.62,4,150.49,6.77,40.07%,0.50,0.01
2024-10-28,买入,37.39,526,19668.55,6.67,39.18%,0.70,0.98
2024-10-29,买入,37.00,9,333.00,6.69,37.68%,0.70,0.02
2024-10-31,买入,36.23,9,326.10,6.46,36.16%,0.70,0.02
2024-11-01,买入,35.89,8,287.10,6.57,35.36%,0.70,0.01
2024-11-04,卖出,36.52,-9,317.61,6.70,36.44%,0.70,0.02
2024-11-05,卖出,36.84,-10,352.90,6.76,38.21%,0.70,0.02
2024-11-06,卖出,37.38,-5,176.45,6.67,39.03%,0.70,0.01
2024-11-07,买入,36.83,6,220.96,6.84,37.46%,0.70,0.01
2024-11-08,卖出,38.03,-534,18847.77,6.71,41.01%,0.50,1.02
2024-11-11,买入,36.71,539,19787.83,6.63,38.25%,0.70,0.99
2024-11-12,买入,36.61,12,439.28,6.50,37.02%,0.70,0.02
2024-11-13,买入,36.03,11,396.35,6.54,35.37%,0.70,0.02
2024-11-14,卖出,36.10,-2,71.44,6.58,35.94%,0.70,0.00
2024-11-15,卖出,36.50,-4,142.87,6.54,36.50%,0.70,0.01
2024-11-18,买入,36.47,3,109.42,6.55,35.88%,0.70,0.01
2024-11-20,买入,36.23,1,36.23,6.48,35.73%,0.70,0.00
2024-11-21,买入,35.93,4,143.70,6.47,35.11%,0.70,0.01
2024-11-22,买入,35.88,1,35.88,6.30,35.08%,0.70,0.00
2024-11-25,买入,35.18,15,527.68,6.26,33.61%,0.70,0.03
2024-11-26,买入,34.54,3,103.61,6.29,32.24%,0.70,0.01
2024-11-27,卖出,34.88,-2,71.43,6.33,33.39%,0.70,0.00
2024-11-28,卖出,35.08,-3,107.14,6.30,34.12%,0.70,0.01
2024-11-29,买入,35.07,1,35.07,6.28,33.75%,0.70,0.00
2024-12-02,买入,34.94,2,69.88,6.31,33.05%,0.70,0.00
2024-12-03,卖出,35.13,-1,35.71,6.42,33.95%,0.70,0.00
2024-12-04,卖出,35.55,-10,357.12,6.36,35.10%,0.70,0.02
